rd(i),uf(i),Rnorm(i),Product
0.001,0.0,0.029742054991236947,0.0
0.004,0.0,0.11896821996494779,0.0
0.007,8.481039137948649e-06,0.20507146916457875,1.7392191560614218e-06
0.01,2.4347888593764026e-05,0.28861690163496334,7.027212167285437e-06
0.013,5.254108365600818e-05,0.369664001486084,1.942254722669507e-05
0.016,9.623126976027806e-05,0.44827225282792327,4.313780808793145e-05
0.019,0.00015834120982620035,0.5245308818254548,8.305485441944624e-05
0.022,0.00024157059964505806,0.5984398884786786,0.00014456548271131605
0.025,0.0003484111062427948,0.6700884989525685,0.00023346627520063823
0.028,0.0004811589671107823,0.7395659394120979,0.0003558487835178404
0.031,0.0006419264859350338,0.8068722098572672,0.0005179526422723107
0.034,0.0008326527655602015,0.8721262785080409,0.0007261783577174468
0.037,0.0010551137997124973,0.9353281453644194,0.0009868776334334957
0.04,0.0013109319851148285,0.9965372945363852,0.001306392613767544
0.043,0.0016015850958748295,1.0558429521889114,0.0016910223358102409
0.046,0.0019284147540717513,1.113245118321999,0.002146798311070495
0.049,0.002292634426447042,1.1688330191006209,0.0026797068183581165
0.052,0.0026953369745554828,1.2226363965797684,0.0032954170861387304
0.055,0.0031375017838102042,1.274684992814433,0.003999326438751381
0.058,0.0036200014952379495,1.3250680339695886,0.0047967482642619205
0.061,0.004143608362321892,1.3737557779902434,0.005692305929468389
0.064,0.004709000253991781,1.4208671930963628,0.006690863973179362
0.067,0.005316766323598092,1.4664320213429378,0.00779667638692201
0.07,0.005967412362563782,1.5104502627299683,0.009013479570852525
0.073,0.00666136585633505,1.5529814013674372,0.010344977282592404
0.076,0.007398980759245182,1.5940551793103355,0.0117943836008923
0.079,0.008180542003958112,1.6337310806686456,0.013364805728581734
0.082,0.009006269760266873,1.6720388474973586,0.015058832910206935
0.085,0.00987632345718279,1.7090082218514662,0.016878717989989883
0.088,0.01079080558146114,1.7446689457859592,0.018826383397989054
0.091,0.011749765264964872,1.7790507613558293,0.02090342884038803
0.094,0.012753201672566938,1.8122131526710583,0.023111519809692345
0.097,0.013801067201631828,1.844156119731647,0.025451322538717052
0.1,0.014893270503494644,1.874939146647577,0.027923975888613776
0.103,0.01602967933677012,1.904562233418849,0.030529521878626873
0.106,0.017210123261771782,1.9330848641554452,0.03326862878758057
0.109,0.01843439618480079,1.9605367809123573,0.03614131175421238
0.112,0.019702258760573806,1.9869179836895843,0.03914677225068976
0.115,0.02101344066059643,2.0122879565971092,0.042285093567986196
0.118,0.02236764271485319,2.0366466996349324,0.045554985713819086
0.121,0.023764538933773834,2.060023954858045,0.04895551947973076
0.124,0.025203778417048173,2.0824792063764286,0.05248634447562184
0.127,0.02668498715549641,2.103982712135093,0.05614475164871146
0.13,0.02820776973185697,2.12459395624402,0.05993005709142632
0.133,0.029771710926028858,2.1443426807582013,0.06384075041787896
0.136,0.031376377229998885,2.163228885677637,0.06787428555185168
0.139,0.03302131827739467,2.181282313057318,0.07202881751231734
0.142,0.03470606819233142,2.198532704952235,0.07630242598114312
0.145,0.03643014686196281,2.2150098034173804,0.08069313243918254
0.148,0.03819306113690308,2.2307136084527537,0.0851977812265577
0.151,0.03999430596345831,2.2456441200583543,0.08981297802265492
0.154,0.04183336545138796,2.2598905643991567,0.09453882786065332
0.157,0.043709713880713444,2.27342319942017,0.09937067757643177
0.16,0.045622816650897506,2.286242025121393,0.10430480073168992
0.163,0.0475721311755359,2.298406525612809,0.10934009673116026
0.166,0.04955710772553089,2.3099464429494088,0.11447426471345074
0.169,0.0515771902235535,2.3208320350762017,0.11970199535004204
0.172,0.05363181699244803,2.331093044048178,0.12502075553076047
0.175,0.05572042146008759,2.34075921192033,0.13042808982478327
0.178,0.05784243282305207,2.3498602807476487,0.13592163543270416
0.181,0.05999727667137124,2.3583665084751426,0.1414955679014789
0.184,0.06218437557645312,2.3663373792127937,0.14714921232956815
0.187,0.06440314964420236,2.373772892960603,0.15287845084669288
0.19,0.06665301703522455,2.3807027917735617,0.15868102373588985
0.193,0.06893339445390902,2.387097333596677,0.1645507220966942
0.196,0.07124369760808565,2.393016002539934,0.17048730845626495
0.199,0.073583341640859,2.39845879860333,0.17648661318915307
0.202,0.07595174153613601,2.4034257217868666,0.18254436922245723
0.205,0.07834831249928152,2.4079465141455345,0.18865854597182996
0.208,0.08077247031425816,2.412021175679334,0.19482490880992107
0.211,0.08322363167853328,2.415649706388265,0.20103914142881402
0.214,0.08570121451696698,2.4188915903823096,0.20730194708064173
0.217,0.08820463827582875,2.421717085606477,0.21360667954231352
0.22,0.09073332419802868,2.424126192060767,0.21994902768118232
0.223,0.09328669558059054,2.4261783938551624,0.22633016525177263
0.226,0.09586417801533825,2.427873690989663,0.2327461157117894
0.229,0.09846519961371493,2.4291823414092777,0.23918992414497595
0.232,0.10108919121660422,2.4301638292239884,0.24566329602009887
0.235,0.10373558658997634,2.430788412378804,0.25215926183423254
0.238,0.10640382260713749,2.431085832928717,0.2586768257096723
0.241,0.10909333941831814,2.4310560908737258,0.26521202726665705
0.244,0.11180358060829784,2.430728928268822,0.27176419766862464
0.247,0.11453399334272447,2.4300746030590146,0.278326148409085
0.25,0.11728402850375225,2.4291525993542864,0.28490080270263196
0.253,0.12005314081558784,2.427933175099646,0.2914810033610751
0.256,0.12284078896050304,2.426446072350084,0.2980665498975982
0.259,0.1256464356858418,2.42466154905061,0.304650081382721
0.262,0.12846954790252108,2.4226688313661966,0.31123916948314434
0.265,0.13130959677549853,2.420378693131872,0.3178189502391542
0.268,0.13416605780665394,2.4178506184576167,0.3243934858438386
0.271,0.1370384109105073,2.4151143493984226,0.3309634326087236
0.274,0.13992614048317445,2.412110401844308,0.337517298949393
0.277,0.14282873546493804,2.4089280019602453,0.34406414034606164
0.28,0.14574568939679325,2.4055076656362533,0.3505923730774266
0.283,0.148676500471306,2.4018493928723306,0.3570985623913891
0.286,0.15162067157810585,2.3980126677784614,0.3635882911413756
0.289,0.15457771034431514,2.393997490354644,0.3700586506290576
0.292,0.1575471291702034,2.3897741185458887,0.37650205174215806
0.295,0.16052844526033708,2.3853722944071856,0.38292010578826857
0.298,0.16352118065048252,2.380792017938535,0.38930992165655404
0.301,0.16652486223050442,2.3760332891399374,0.39566861612912035
0.304,0.1695390217634905,2.371096108011392,0.401993314659471
0.307,0.17256319590131927,2.3660102166078905,0.40828628451303023
0.31,0.17559692619687714,2.3607756149294326,0.4145449414221508
0.313,0.1786397591131191,2.3553923029760186,0.4207667136205308
0.316,0.18169124602915768,2.3498602807476487,0.4269490424034666
0.319,0.18475094324355362,2.3441795482443224,0.433089382670386
0.322,0.1878184119749738,2.3383798475210313,0.43919078955568147
0.325,0.19089321836037165,2.332431436522784,0.4452453435227391
0.328,0.193974933450838,2.3263640573045716,0.45125631319807574
0.331,0.19706313320526125,2.3201777098663943,0.45722148909927923
0.334,0.2001573984819292,2.313872394208252,0.4631386788438767
0.337,0.20325731502819708,2.307448110330145,0.46900570747259235
0.34,0.20636247346833964,2.3009048582320726,0.4748204177600899
0.343,0.2094724692896992,2.2942723799690268,0.48058690065526705
0.346,0.21258690282723486,2.287520933486016,0.4862969904022572
0.349,0.21570537924657307,2.2807100028930227,0.4919614161254922
