rd(i),uf(i),Rnorm(i),Product
0.001,0.0,0.052691842333514906,0.0
0.004,0.0,0.21076736933405962,0.0
0.007,8.513579837573615e-06,0.35893682997590354,3.0558373586454415e-06
0.01,2.436441585278622e-05,0.4992025142677202,1.2162777652375181e-05
0.013,5.2551144364656275e-05,0.6318278814211772,3.3203278210179206e-05
0.016,9.623809343354224e-05,0.7571290824902757,7.286465938195126e-05
0.019,0.0001583461794349922,0.8754749603713502,0.0001386281151658045
0.022,0.00024157440570938283,0.9870762824337347,0.00023845236631875636
0.025,0.00034841413234111676,1.0923545834160975,0.00038059177438976163
0.028,0.0004811614436727394,1.191467938845439,0.0005732884335446546
0.031,0.0006419285599414881,1.284679807933427,0.0008246726590926122
0.034,0.0008326545353148881,1.3723590335763958,0.0011427009733877428
0.037,0.0010551153335389704,1.4546109994590124,0.001534782369863651
0.04,0.001310933332033876,1.5318045484776117,0.0020080936407604025
0.043,0.0016015862920113668,1.604045064316861,0.002569016586778376
0.046,0.0019284158266617156,1.671596006188427,0.0032235321941182777
0.049,0.00229263539643302,1.7346681414616443,0.003976961582179647
0.052,0.0026953378583197875,1.7934195456635131,0.00483387159727754
0.055,0.003137502594362894,1.8480609861633683,0.0057982961386284166
0.058,0.0036200022430502407,1.898803230330543,0.006873671952907609
0.061,0.004143609055922895,1.9458043536920386,0.008062652541012528
0.064,0.004709000900403623,1.9891697399325212,0.009367002096397882
0.067,0.005316766928658436,2.0291628482636592,0.01078858592451058
0.07,0.0059674129311684315,2.0658363705277853,0.012327698671165566
0.073,0.006661366392622896,2.0993483822519012,0.01398452875994006
0.076,0.007398981266740932,2.1299096508053394,0.015759161606159425
0.079,0.00818054248568366,2.1576255598727685,0.01765054756073618
0.082,0.00900627021882911,2.182548801296521,0.01965662427025803
0.085,0.009876323894843487,2.2048901424459313,0.021776209199343612
0.088,0.01079080600019306,2.2247549670056666,0.024006899246924063
0.091,0.011749765666497167,2.24219596681806,0.026345277188477262
0.094,0.012753202058422194,2.257371217410112,0.028788711256497658
0.097,0.013801067573156463,2.27038610246649,0.031333752017295366
0.1,0.014893270861884056,2.2813460056718613,0.03397670399214831
